starttime	seconds	ctime	dtime	ttime	wait
Wed Nov 24 17:58:19 2021	1637751499	0	21	21	21
Wed Nov 24 17:58:18 2021	1637751498	0	21	21	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	21	21
Wed Nov 24 17:58:18 2021	1637751498	0	21	21	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	21	21
Wed Nov 24 17:58:18 2021	1637751498	0	21	21	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	21	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	21	21
Wed Nov 24 17:58:18 2021	1637751498	0	21	21	21
Wed Nov 24 17:58:18 2021	1637751498	0	21	21	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	21	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	21	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	21	21
Wed Nov 24 17:58:18 2021	1637751498	0	21	21	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	21	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	21	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	21	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	21	21
Wed Nov 24 17:58:18 2021	1637751498	0	21	21	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	21	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	21	21
Wed Nov 24 17:58:18 2021	1637751498	0	21	21	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	21	21
Wed Nov 24 17:58:18 2021	1637751498	0	21	21	21
Wed Nov 24 17:58:18 2021	1637751498	0	21	21	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	21	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	21	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	21	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	21	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	21	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	21	21
Wed Nov 24 17:58:18 2021	1637751498	0	21	21	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	21	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	21	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	21	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	21	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	21	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	21	21
Wed Nov 24 17:58:18 2021	1637751498	0	21	21	21
Wed Nov 24 17:58:18 2021	1637751498	0	21	21	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	21	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	21	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	21	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	21	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	21	21
Wed Nov 24 17:58:18 2021	1637751498	0	21	21	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	21	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	21	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	21	21
Wed Nov 24 17:58:18 2021	1637751498	0	21	21	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	21	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	21	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	21	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	21	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	21	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	21	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	21	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	21	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	21	21
Wed Nov 24 17:58:18 2021	1637751498	0	21	21	21
Wed Nov 24 17:58:18 2021	1637751498	0	21	21	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	21	21
Wed Nov 24 17:58:18 2021	1637751498	0	21	21	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	21	21
Wed Nov 24 17:58:18 2021	1637751498	0	21	21	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	21	21
Wed Nov 24 17:58:18 2021	1637751498	0	21	21	21
Wed Nov 24 17:58:18 2021	1637751498	0	21	21	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	21	21
Wed Nov 24 17:58:18 2021	1637751498	0	21	21	21
Wed Nov 24 17:58:18 2021	1637751498	0	21	21	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	21	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	21	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	21	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	21	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	21	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	21	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	21	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	21	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	21	21
Wed Nov 24 17:58:18 2021	1637751498	0	21	21	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	21	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	21	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	21	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	21	21
Wed Nov 24 17:58:18 2021	1637751498	0	21	21	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	21	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	21	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	21	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	21	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	22	21
Wed Nov 24 17:58:18 2021	1637751498	0	21	22	21
Wed Nov 24 17:58:18 2021	1637751498	0	21	22	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	22	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	22	21
Wed Nov 24 17:58:18 2021	1637751498	0	21	22	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	22	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	22	21
Wed Nov 24 17:58:18 2021	1637751498	0	21	22	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	22	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	22	21
Wed Nov 24 17:58:18 2021	1637751498	0	21	22	21
Wed Nov 24 17:58:18 2021	1637751498	4	18	22	18
Wed Nov 24 17:58:19 2021	1637751499	0	21	22	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	22	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	22	21
Wed Nov 24 17:58:18 2021	1637751498	4	18	22	18
Wed Nov 24 17:58:19 2021	1637751499	0	21	22	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	22	21
Wed Nov 24 17:58:18 2021	1637751498	0	21	22	21
Wed Nov 24 17:58:18 2021	1637751498	4	18	22	18
Wed Nov 24 17:58:18 2021	1637751498	0	21	22	21
Wed Nov 24 17:58:18 2021	1637751498	0	21	22	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	22	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	22	21
Wed Nov 24 17:58:18 2021	1637751498	0	21	22	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	22	21
Wed Nov 24 17:58:18 2021	1637751498	0	21	22	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	22	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	22	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	22	21
Wed Nov 24 17:58:18 2021	1637751498	0	21	22	21
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	22	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	22	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	22	21
Wed Nov 24 17:58:18 2021	1637751498	0	21	22	21
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	21
Wed Nov 24 17:58:18 2021	1637751498	0	22	22	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	22	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	22	21
Wed Nov 24 17:58:18 2021	1637751498	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	21	22	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	22	21
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	21
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	22	21
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:18 2021	1637751498	0	22	22	22
Wed Nov 24 17:58:18 2021	1637751498	0	21	22	21
Wed Nov 24 17:58:18 2021	1637751498	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	21	22	21
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	21
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	21	22	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	22	21
Wed Nov 24 17:58:18 2021	1637751498	0	21	22	21
Wed Nov 24 17:58:19 2021	1637751499	0	21	22	21
Wed Nov 24 17:58:18 2021	1637751498	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	21	22	21
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:18 2021	1637751498	0	22	22	21
Wed Nov 24 17:58:18 2021	1637751498	0	22	22	21
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	21
Wed Nov 24 17:58:18 2021	1637751498	4	17	22	17
Wed Nov 24 17:58:18 2021	1637751498	0	21	22	21
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	21
Wed Nov 24 17:58:18 2021	1637751498	0	21	22	21
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	21
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	21
Wed Nov 24 17:58:18 2021	1637751498	0	22	22	21
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	21	22	21
Wed Nov 24 17:58:18 2021	1637751498	0	22	22	21
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:18 2021	1637751498	0	22	22	22
Wed Nov 24 17:58:18 2021	1637751498	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:18 2021	1637751498	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:18 2021	1637751498	4	18	22	18
Wed Nov 24 17:58:18 2021	1637751498	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:18 2021	1637751498	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	21	22	21
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	21	22	21
Wed Nov 24 17:58:18 2021	1637751498	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	21
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	21
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:18 2021	1637751498	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:18 2021	1637751498	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:18 2021	1637751498	4	18	22	18
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	21
Wed Nov 24 17:58:18 2021	1637751498	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:18 2021	1637751498	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:18 2021	1637751498	0	22	22	22
Wed Nov 24 17:58:18 2021	1637751498	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:18 2021	1637751498	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:18 2021	1637751498	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:18 2021	1637751498	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:18 2021	1637751498	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	21
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:18 2021	1637751498	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:18 2021	1637751498	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:18 2021	1637751498	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:18 2021	1637751498	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:18 2021	1637751498	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:18 2021	1637751498	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:18 2021	1637751498	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:18 2021	1637751498	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:18 2021	1637751498	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:18 2021	1637751498	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:18 2021	1637751498	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:18 2021	1637751498	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:18 2021	1637751498	0	22	22	22
Wed Nov 24 17:58:18 2021	1637751498	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	21
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:18 2021	1637751498	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:18 2021	1637751498	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:18 2021	1637751498	0	22	22	22
Wed Nov 24 17:58:18 2021	1637751498	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:18 2021	1637751498	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:18 2021	1637751498	0	22	22	22
Wed Nov 24 17:58:18 2021	1637751498	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:18 2021	1637751498	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:18 2021	1637751498	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:18 2021	1637751498	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:18 2021	1637751498	0	22	22	22
Wed Nov 24 17:58:18 2021	1637751498	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:18 2021	1637751498	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:18 2021	1637751498	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:18 2021	1637751498	4	18	22	18
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:18 2021	1637751498	0	22	22	22
Wed Nov 24 17:58:18 2021	1637751498	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:18 2021	1637751498	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:18 2021	1637751498	0	22	22	22
Wed Nov 24 17:58:18 2021	1637751498	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:18 2021	1637751498	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:18 2021	1637751498	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:18 2021	1637751498	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:18 2021	1637751498	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:18 2021	1637751498	0	22	22	22
Wed Nov 24 17:58:18 2021	1637751498	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:18 2021	1637751498	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:18 2021	1637751498	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:18 2021	1637751498	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:18 2021	1637751498	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
Wed Nov 24 17:58:18 2021	1637751498	0	22	22	22
Wed Nov 24 17:58:19 2021	1637751499	0	22	22	22
