starttime	seconds	ctime	dtime	ttime	wait
Wed Nov 24 17:56:11 2021	1637751371	0	14	14	14
Wed Nov 24 17:56:11 2021	1637751371	0	14	14	14
Wed Nov 24 17:56:11 2021	1637751371	0	14	14	14
Wed Nov 24 17:56:11 2021	1637751371	0	14	14	14
Wed Nov 24 17:56:11 2021	1637751371	0	14	14	14
Wed Nov 24 17:56:11 2021	1637751371	0	14	14	14
Wed Nov 24 17:56:11 2021	1637751371	0	14	14	14
Wed Nov 24 17:56:11 2021	1637751371	0	14	14	14
Wed Nov 24 17:56:11 2021	1637751371	0	14	14	14
Wed Nov 24 17:56:11 2021	1637751371	0	14	14	14
Wed Nov 24 17:56:11 2021	1637751371	0	14	14	14
Wed Nov 24 17:56:11 2021	1637751371	0	14	14	14
Wed Nov 24 17:56:11 2021	1637751371	0	14	14	14
Wed Nov 24 17:56:11 2021	1637751371	0	14	14	14
Wed Nov 24 17:56:11 2021	1637751371	0	14	14	14
Wed Nov 24 17:56:11 2021	1637751371	0	14	14	14
Wed Nov 24 17:56:11 2021	1637751371	0	14	14	14
Wed Nov 24 17:56:11 2021	1637751371	0	14	14	14
Wed Nov 24 17:56:11 2021	1637751371	0	14	14	14
Wed Nov 24 17:56:11 2021	1637751371	0	14	14	14
Wed Nov 24 17:56:11 2021	1637751371	0	14	14	14
Wed Nov 24 17:56:11 2021	1637751371	0	14	14	14
Wed Nov 24 17:56:11 2021	1637751371	0	14	14	14
Wed Nov 24 17:56:11 2021	1637751371	0	14	14	14
Wed Nov 24 17:56:11 2021	1637751371	0	14	14	14
Wed Nov 24 17:56:11 2021	1637751371	0	14	14	14
Wed Nov 24 17:56:11 2021	1637751371	0	14	14	14
Wed Nov 24 17:56:11 2021	1637751371	0	14	14	14
Wed Nov 24 17:56:11 2021	1637751371	0	14	14	14
Wed Nov 24 17:56:11 2021	1637751371	0	14	14	14
Wed Nov 24 17:56:11 2021	1637751371	0	14	14	14
Wed Nov 24 17:56:11 2021	1637751371	0	14	14	14
Wed Nov 24 17:56:11 2021	1637751371	0	14	14	14
Wed Nov 24 17:56:11 2021	1637751371	0	14	14	14
Wed Nov 24 17:56:11 2021	1637751371	0	14	14	14
Wed Nov 24 17:56:11 2021	1637751371	1	14	14	14
Wed Nov 24 17:56:11 2021	1637751371	0	14	14	14
Wed Nov 24 17:56:11 2021	1637751371	0	14	14	14
Wed Nov 24 17:56:11 2021	1637751371	0	14	14	14
Wed Nov 24 17:56:11 2021	1637751371	0	14	14	14
Wed Nov 24 17:56:11 2021	1637751371	0	14	14	14
Wed Nov 24 17:56:11 2021	1637751371	0	14	14	14
Wed Nov 24 17:56:11 2021	1637751371	0	14	15	14
Wed Nov 24 17:56:11 2021	1637751371	0	14	15	14
Wed Nov 24 17:56:11 2021	1637751371	0	14	15	14
Wed Nov 24 17:56:11 2021	1637751371	0	14	15	14
Wed Nov 24 17:56:11 2021	1637751371	0	14	15	14
Wed Nov 24 17:56:11 2021	1637751371	0	14	15	14
Wed Nov 24 17:56:11 2021	1637751371	0	14	15	14
Wed Nov 24 17:56:11 2021	1637751371	0	14	15	14
Wed Nov 24 17:56:11 2021	1637751371	0	14	15	14
Wed Nov 24 17:56:11 2021	1637751371	0	14	15	14
Wed Nov 24 17:56:11 2021	1637751371	0	14	15	14
